Time,Humidity(%)
2024-01-05 16:11:01,67
2024-01-05 16:31:05,67.8
2024-01-05 16:51:01,74.2
2024-01-05 17:11:01,75.9
2024-01-05 17:31:01,75.8
2024-01-05 17:51:01,72.2
2024-01-05 18:11:01,73.3
2024-01-05 18:31:01,74
2024-01-05 18:51:01,74.5
2024-01-05 19:11:01,75.9
2024-01-05 19:31:01,76.8
2024-01-05 19:51:01,78.8
2024-01-05 20:11:01,79.6
2024-01-05 20:51:01,81.3
2024-01-05 21:11:01,82.4
2024-01-05 21:31:01,82.8
2024-01-05 21:51:01,83.4
2024-01-05 22:31:01,85.3
2024-01-05 22:51:01,85.8
2024-01-05 23:11:01,86.2
2024-01-05 23:31:01,86.5
2024-01-05 23:51:01,88.5
2024-01-06 00:11:01,88.8
2024-01-06 00:31:01,88.4
2024-01-06 00:51:01,87.8
2024-01-06 01:31:01,86.6
2024-01-06 01:51:05,87.8
2024-01-06 02:11:01,87.2
2024-01-06 02:31:01,87.8
2024-01-06 02:51:01,87.6
2024-01-06 03:11:01,87.6
2024-01-06 03:31:01,88.3
2024-01-06 03:51:01,90.1
2024-01-06 04:11:01,89.3
2024-01-06 04:31:05,88.5
2024-01-06 04:51:01,87.8
2024-01-06 05:11:01,87.9
2024-01-06 05:31:01,86.8
2024-01-06 05:51:01,86.6
2024-01-06 06:11:01,86.1
2024-01-06 06:31:01,86.3
2024-01-06 06:51:01,87.3
2024-01-06 07:11:01,86.7
2024-01-06 07:31:01,87.1
2024-01-06 07:51:01,85.6
2024-01-06 08:11:01,83.8
2024-01-06 08:31:01,80.5
2024-01-06 08:51:01,77.8
2024-01-06 09:11:01,76.4
2024-01-06 09:31:01,74.4
2024-01-06 09:51:01,74.7
2024-01-06 10:11:01,74.3
2024-01-06 10:51:01,70.1
2024-01-06 11:11:01,69.3
2024-01-06 11:31:01,69.8
2024-01-06 11:51:01,68.7
2024-01-06 12:11:01,73.6
2024-01-06 12:31:01,74
2024-01-06 12:51:01,73.8
2024-01-06 13:11:01,73.5
2024-01-06 13:31:01,73.7
2024-01-06 13:51:01,73.3
2024-01-06 14:11:01,72.9
2024-01-06 14:31:01,71.8
2024-01-06 15:11:01,77.4
2024-01-06 15:31:01,77.7
2024-01-06 15:51:01,77
2024-01-06 16:11:01,78
2024-01-06 16:31:01,77.7
2024-01-06 16:51:01,78.5
2024-01-06 17:11:01,79
2024-01-06 17:31:01,80.1
2024-01-06 17:51:01,80.3
2024-01-06 18:11:01,81.7
2024-01-06 18:31:01,82.5
2024-01-06 18:51:01,83.5
2024-01-06 19:11:01,83.4
2024-01-06 19:31:05,83.9
2024-01-06 19:51:01,84.3
2024-01-06 20:11:01,85.9
2024-01-06 20:31:01,87
2024-01-06 20:51:01,87.2
2024-01-06 21:11:01,87.2
2024-01-06 21:31:01,87.8
2024-01-06 21:51:01,88.1
2024-01-06 22:11:01,87.2
2024-01-06 22:51:01,87.4
2024-01-06 23:11:01,88.4
2024-01-06 23:31:01,89.1
2024-01-07 00:11:01,88.9
2024-01-07 00:31:01,89.3
2024-01-07 00:51:01,90.4
2024-01-07 01:11:01,91.1
2024-01-07 01:31:01,90.3
2024-01-07 01:51:01,91
2024-01-07 02:31:01,90.1
2024-01-07 02:51:01,90.1
2024-01-07 03:11:01,90.3
2024-01-07 03:31:01,90.2
2024-01-07 03:51:01,90.5
2024-01-07 04:11:01,90.7
2024-01-07 04:31:01,91.6
2024-01-07 04:51:01,90.9
2024-01-07 05:11:01,90.2
2024-01-07 05:31:01,90.4
2024-01-07 05:51:01,89.6
2024-01-07 06:11:01,91.4
2024-01-07 06:31:01,91.9
2024-01-07 06:51:01,91.5
2024-01-07 07:11:01,91.7
2024-01-07 07:31:01,91.6
2024-01-07 07:51:01,90.8
2024-01-07 08:11:01,90.7
2024-01-07 08:31:01,89.3
2024-01-07 08:51:01,87.4
2024-01-07 09:31:01,83
2024-01-07 09:51:01,81.7
2024-01-07 10:11:01,76.4
2024-01-07 10:31:01,74.5
2024-01-07 10:51:01,73.8
2024-01-07 11:11:01,69.4
2024-01-07 11:31:01,65.1
2024-01-07 11:51:01,63.7
2024-01-07 12:11:01,67.7
2024-01-07 12:31:01,65.3
2024-01-07 12:51:01,73.4
2024-01-07 13:11:01,77.3
2024-01-07 13:31:01,79.1
2024-01-07 13:51:01,79.4
2024-01-07 14:11:01,77.5
2024-01-07 14:31:01,77.2
2024-01-07 14:51:01,75.3
2024-01-07 15:11:01,74.1
2024-01-07 15:31:01,75.3
2024-01-07 15:51:01,78.3
2024-01-07 16:11:01,77.8
2024-01-07 16:31:01,76.2
2024-01-07 16:51:01,78.8
2024-01-07 17:11:01,79
2024-01-07 17:31:01,77.9
2024-01-07 17:51:01,79.8
2024-01-07 18:11:01,81.3
2024-01-07 18:31:01,82.8
2024-01-07 18:51:01,85.8
2024-01-07 19:11:01,86.1
2024-01-07 19:51:01,87.4
2024-01-07 20:11:01,87.3
2024-01-07 20:31:01,88.6
2024-01-07 21:11:01,88.9
2024-01-07 21:51:01,88.4
2024-01-07 22:11:01,89.9
2024-01-07 22:31:01,89.4
2024-01-07 22:51:01,89.5
2024-01-07 23:11:01,89.9
2024-01-07 23:31:01,90.9
2024-01-07 23:51:01,90.5
2024-01-08 00:11:01,91.7
2024-01-08 00:31:01,91.8
2024-01-08 00:51:01,90.5
2024-01-08 01:11:05,90.7
2024-01-08 01:31:01,90.5
2024-01-08 01:51:09,90.8
2024-01-08 02:11:01,92.4
2024-01-08 02:31:01,92.8
2024-01-08 02:51:01,92.2
2024-01-08 03:11:01,93.6
2024-01-08 03:31:01,92.2
2024-01-08 04:11:01,91.9
2024-01-08 04:31:01,92.3
2024-01-08 04:51:01,93
2024-01-08 05:11:01,91.8
2024-01-08 05:31:01,92.6
2024-01-08 05:51:01,93.3
2024-01-08 06:11:01,92.7
2024-01-08 06:31:01,92.2
2024-01-08 06:51:01,92.2
2024-01-08 07:11:01,92.6
2024-01-08 07:31:01,92.5
2024-01-08 07:51:01,92.7
2024-01-08 08:11:01,91.8
2024-01-08 08:31:01,90.2
2024-01-08 08:51:01,90.5
2024-01-08 09:11:01,89.4
2024-01-08 09:31:01,87.7
2024-01-08 09:51:01,87.7
2024-01-08 10:11:01,87.3
2024-01-08 10:31:05,84.9
2024-01-08 10:51:01,83.6
2024-01-08 11:31:01,81.2
2024-01-08 11:51:01,80.3
2024-01-08 12:11:01,81.1
2024-01-08 12:51:01,81.3
2024-01-08 13:11:01,80.8
2024-01-08 13:31:01,81.4
2024-01-08 13:51:01,81
2024-01-08 14:11:01,79.9
2024-01-08 14:31:01,79.9
2024-01-08 14:51:01,79.3
2024-01-08 15:11:01,81.3
2024-01-08 15:31:01,81.4
2024-01-08 15:51:01,82.1
2024-01-08 16:11:01,82.4
2024-01-08 16:31:01,83.4
2024-01-08 16:51:05,83.2
2024-01-08 17:11:01,84.8
2024-01-08 17:31:01,85.7
2024-01-08 17:51:01,85.7
2024-01-08 18:11:01,86.9
2024-01-08 18:31:01,88.2
2024-01-08 18:51:01,89.3
2024-01-08 19:11:01,90
2024-01-08 19:31:01,89.7
2024-01-08 19:51:01,88.7
2024-01-08 20:31:01,89.7
2024-01-08 20:51:01,89.8
2024-01-08 21:11:01,90.8
2024-01-08 21:31:01,90.5
2024-01-08 21:51:01,91.1
2024-01-08 22:31:01,91.4
2024-01-08 22:51:01,91.7
2024-01-08 23:11:01,92
2024-01-08 23:31:01,91.2
2024-01-08 23:51:01,91.5
2024-01-09 00:11:01,92.3
2024-01-09 00:31:01,91.4
2024-01-09 00:51:05,91.4
2024-01-09 01:11:01,90.9
2024-01-09 01:31:01,91.6
2024-01-09 01:51:01,91.5
2024-01-09 02:11:01,91.7
2024-01-09 02:31:05,91.6
2024-01-09 02:51:01,92.5
2024-01-09 03:11:01,93.4
2024-01-09 03:31:01,93.1
2024-01-09 03:51:01,93.9
2024-01-09 04:11:01,93
2024-01-09 04:31:01,93.8
2024-01-09 04:51:01,92.8
2024-01-09 05:11:01,93
2024-01-09 05:31:01,93.9
2024-01-09 06:31:01,93.5
2024-01-09 06:51:01,94
2024-01-09 07:11:01,93.9
2024-01-09 07:31:01,95.1
2024-01-09 07:51:01,94.9
2024-01-09 08:11:01,94.6
2024-01-09 08:31:01,94.5
2024-01-09 08:51:01,94.6
2024-01-09 09:11:01,94.6
2024-01-09 09:31:01,94.3
2024-01-09 09:51:01,94.6
2024-01-09 10:11:01,94.6
2024-01-09 10:31:01,95.1
2024-01-09 10:51:01,94.8
2024-01-09 11:11:01,95.5
2024-01-09 11:31:01,95.2
2024-01-09 11:51:01,95.7
2024-01-09 12:11:01,94
2024-01-09 12:31:01,89.4
2024-01-09 12:51:01,88.7
2024-01-09 13:11:01,88.4
2024-01-09 13:31:01,88.2
2024-01-09 13:51:01,86.6
2024-01-09 14:11:01,86.8
2024-01-09 14:31:01,84.8
2024-01-09 15:11:01,86.3
2024-01-09 15:31:01,86.2
2024-01-09 15:51:01,85.7
2024-01-09 16:11:01,82.1
2024-01-09 16:31:01,84.4
2024-01-09 16:51:01,86.8
2024-01-09 17:11:01,87.3
2024-01-09 17:51:01,87.9
2024-01-09 18:11:01,89.7
2024-01-09 18:31:01,91.3
2024-01-09 18:51:01,92.2
2024-01-09 19:11:01,92.1
2024-01-09 19:31:05,92.9
2024-01-09 19:51:01,93.8
2024-01-09 20:11:01,93.6
2024-01-09 20:31:01,94.2
2024-01-09 20:51:01,93.9
2024-01-09 21:11:01,94.2
2024-01-09 21:31:01,94.5
2024-01-09 21:51:01,93.9
2024-01-09 22:11:01,95
2024-01-09 22:31:01,94.9
2024-01-09 22:51:01,94.9
2024-01-09 23:11:01,94.6
2024-01-09 23:31:05,94.6
2024-01-10 00:11:01,95.1
2024-01-10 00:31:01,94.8
2024-01-10 01:31:01,93.5
2024-01-10 01:51:01,92.6
2024-01-10 02:11:01,92.4
2024-01-10 02:31:01,92.6
2024-01-10 02:51:01,93.5
2024-01-10 03:11:01,93.7
2024-01-10 03:31:01,93.7
2024-01-10 03:51:05,94.7
2024-01-10 04:11:01,94.8
2024-01-10 04:31:01,94.8
2024-01-10 04:51:01,94.9
2024-01-10 05:11:01,94.8
2024-01-10 05:31:01,95.3
2024-01-10 05:51:01,95.5
2024-01-10 06:31:01,94.1
2024-01-10 06:51:01,94.5
2024-01-10 07:11:01,94.5
2024-01-10 07:31:01,94.2
2024-01-10 07:51:05,93.9
2024-01-10 08:11:09,92.9
2024-01-10 08:31:01,92.4
2024-01-10 08:51:01,88.7
2024-01-10 09:11:01,86.2
2024-01-10 09:31:01,82.4
2024-01-10 09:51:01,79.4
2024-01-10 10:11:01,74.5
2024-01-10 10:31:01,73.4
2024-01-10 10:51:01,74.4
2024-01-10 11:11:01,70.9
2024-01-10 11:31:01,69.2
2024-01-10 11:51:01,69.2
2024-01-10 12:11:01,67
2024-01-10 12:31:01,67.4
2024-01-10 12:51:01,64.4
2024-01-10 13:11:01,63.1
2024-01-10 13:31:01,64.8
2024-01-10 13:51:01,66.8
2024-01-10 14:11:01,68.2
2024-01-10 14:31:01,69.2
2024-01-10 14:51:01,64.3
2024-01-10 15:11:01,64.2
2024-01-10 15:31:01,65.2
2024-01-10 15:51:01,69.4
2024-01-10 16:11:01,65.1
2024-01-10 16:31:01,65.3
2024-01-10 16:51:01,70.6
2024-01-10 17:11:01,74.2
2024-01-10 17:31:01,75.4
2024-01-10 17:51:01,76.7
2024-01-10 18:11:01,81
2024-01-10 18:31:01,85.2
2024-01-10 19:11:01,90
2024-01-10 20:31:01,92.4
2024-01-10 20:51:01,92.3
2024-01-10 21:11:01,92.7
2024-01-10 21:51:05,93.5
2024-01-10 22:11:01,93.6
2024-01-10 22:31:01,93.4
2024-01-10 22:51:05,92.8
2024-01-10 23:11:09,93.7
2024-01-10 23:31:05,93.4
2024-01-10 23:51:01,93.7
2024-01-11 00:11:01,92.8
2024-01-11 00:31:01,92.9
2024-01-11 00:51:01,93.2
2024-01-11 01:11:01,92.5
2024-01-11 01:31:01,93.4
2024-01-11 01:51:01,93.8
2024-01-11 02:11:01,93.9
2024-01-11 02:31:01,93.3
2024-01-11 02:51:01,93.3
2024-01-11 03:11:05,93.2
2024-01-11 03:31:01,94
2024-01-11 03:51:01,93.9
2024-01-11 04:11:01,93.8
2024-01-11 04:31:01,93.4
2024-01-11 04:51:01,93.6
2024-01-11 05:31:01,94.5
2024-01-11 05:51:01,94.8
2024-01-11 06:11:01,93.3
2024-01-11 06:31:01,93.9
2024-01-11 06:51:01,94.8
2024-01-11 07:11:01,93.7
2024-01-11 07:51:01,94.3
2024-01-11 08:11:01,92.3
2024-01-11 08:31:01,90.8
2024-01-11 08:51:01,89
2024-01-11 09:11:01,84.1
2024-01-11 09:31:01,81.5
2024-01-11 09:51:01,81.2
2024-01-11 10:11:01,75.7
2024-01-11 10:31:01,76.4
2024-01-11 10:51:01,75.3
2024-01-11 11:11:01,76.6
2024-01-11 11:31:01,78.4
2024-01-11 11:51:01,75
2024-01-11 12:11:01,73.5
2024-01-11 12:31:01,71.1
2024-01-11 12:51:05,72
2024-01-11 13:11:01,63.9
2024-01-11 13:31:01,62.5
2024-01-11 13:51:01,61.5
2024-01-11 14:11:01,61.4
2024-01-11 14:31:01,60.3
2024-01-11 15:11:01,61.7
2024-01-11 15:31:01,61.4
2024-01-11 15:51:01,61.4
2024-01-11 16:11:01,61.4
2024-01-11 16:31:01,62.3
2024-01-11 17:31:01,65.5
2024-01-11 17:51:01,68.9
2024-01-11 18:11:01,71.4
2024-01-11 18:31:01,76.1
2024-01-11 18:51:01,77.7
2024-01-11 19:11:01,79.4
2024-01-11 19:31:01,82.7
2024-01-11 19:51:01,83.5
2024-01-11 20:11:01,83.8
2024-01-11 20:31:05,84
2024-01-11 20:51:01,80.8
2024-01-11 21:31:01,80.1
2024-01-11 21:51:01,79.8
2024-01-11 22:11:01,77.6
2024-01-11 22:31:05,69.5
2024-01-11 22:51:01,65.5
2024-01-11 23:11:01,66
2024-01-11 23:31:01,72.5
2024-01-11 23:51:01,80.8
2024-01-12 00:11:01,83.4
2024-01-12 00:31:01,82.7
2024-01-12 00:51:01,83.8
2024-01-12 01:51:01,85.4
2024-01-12 02:11:01,86.1
2024-01-12 02:31:01,87.4
2024-01-12 02:51:09,88.2
2024-01-12 03:11:01,88.5
2024-01-12 03:31:01,89.4
2024-01-12 03:51:01,87.7
2024-01-12 04:11:01,89
2024-01-12 04:31:01,85.7
2024-01-12 04:51:01,85.3
2024-01-12 05:11:01,84.9
2024-01-12 05:31:01,85.7
2024-01-12 05:51:01,84.4
2024-01-12 06:11:09,85.1
2024-01-12 06:31:05,86.1
2024-01-12 06:51:01,85.4
2024-01-12 07:11:01,84
2024-01-12 07:31:01,86.7
2024-01-12 07:51:01,84.2
2024-01-12 08:11:01,84.6
2024-01-12 08:51:01,81.9
2024-01-12 09:11:01,81.1
2024-01-12 09:31:01,77.1
2024-01-12 09:51:01,69.8
2024-01-12 10:11:01,70.6
2024-01-12 10:31:01,70.6
2024-01-12 10:51:01,70.6
2024-01-12 11:11:01,67.3
2024-01-12 11:31:01,66.2
2024-01-12 11:51:01,64.4
2024-01-12 12:11:01,64.1
2024-01-12 12:31:01,63.3
2024-01-12 12:51:01,63.5
2024-01-12 13:11:01,63.8
2024-01-12 13:31:01,63.4
2024-01-12 13:51:01,62.1
2024-01-12 14:11:05,63.8
2024-01-12 14:31:01,61.9
2024-01-12 14:51:01,64
2024-01-12 15:11:05,65.8
2024-01-12 15:31:01,66.7
2024-01-12 15:51:01,67.3
2024-01-12 16:11:01,68.8
2024-01-12 16:31:01,68.6
2024-01-12 16:51:01,68.9
2024-01-12 17:11:01,69.4
2024-01-12 17:31:01,70
2024-01-12 17:51:01,73.8
2024-01-12 18:11:01,75.5
2024-01-12 18:31:01,78.5
2024-01-12 18:51:01,78.5
2024-01-12 19:11:01,80.1
2024-01-12 19:31:01,82.7
2024-01-12 19:51:01,83.8
2024-01-12 20:11:01,84.4
2024-01-12 20:31:01,85.8
2024-01-12 21:31:01,88.3
2024-01-12 21:51:01,87.7
2024-01-12 22:11:01,88.8
2024-01-12 22:31:01,88.8
2024-01-12 22:51:01,89.6
2024-01-12 23:11:01,90.4
2024-01-12 23:31:01,88.9
2024-01-12 23:51:01,89.2
2024-01-13 00:11:01,89.5
2024-01-13 00:31:01,88.6
2024-01-13 00:51:01,89.2
2024-01-13 02:13:49,90.6
2024-01-13 02:13:50,90.6
2024-01-13 02:31:01,91.6
2024-01-13 02:51:01,89.8
2024-01-13 03:31:01,89.5
2024-01-13 03:51:01,90.1
2024-01-13 04:11:01,89.1
2024-01-13 04:31:01,89.4
2024-01-13 04:51:01,89.7
2024-01-13 05:11:01,89.3
2024-01-13 05:31:01,90.9
2024-01-13 05:51:01,89.4
2024-01-13 06:11:01,88.4
2024-01-13 06:31:01,88.9
2024-01-13 06:51:01,89.3
2024-01-13 07:11:01,90.5
2024-01-13 07:31:01,89.1
2024-01-13 07:51:01,88.6
2024-01-13 08:11:01,88.8
2024-01-13 08:31:01,87.2
2024-01-13 08:51:01,82.4
2024-01-13 09:11:01,76.9
2024-01-13 09:51:05,67.5
2024-01-13 10:11:01,65.4
2024-01-13 10:31:01,59
2024-01-13 10:51:01,58.1
2024-01-13 11:11:01,58
2024-01-13 11:31:01,51.7
2024-01-13 11:51:05,53.5
2024-01-13 12:11:01,48.4
2024-01-13 12:31:05,46.1
2024-01-13 12:51:01,44.4
2024-01-13 13:11:01,42.5
2024-01-13 13:31:01,42.8
2024-01-13 13:51:01,44.2
2024-01-13 14:11:01,54.8
2024-01-13 14:31:01,54.8
2024-01-13 14:51:01,55.7
2024-01-13 15:11:01,50.3
2024-01-13 15:31:01,56.4
2024-01-13 15:51:01,58.1
2024-01-13 16:11:01,60.6
2024-01-13 16:31:01,61.3
2024-01-13 16:51:01,62.3
2024-01-13 17:11:01,62.8
2024-01-13 17:31:01,64.8
2024-01-13 17:51:01,65.4
2024-01-13 18:11:01,66.7
2024-01-13 18:31:01,70.4
2024-01-13 18:51:01,74.4
2024-01-13 19:11:01,76.2
2024-01-13 19:31:01,78.4
2024-01-13 19:51:01,80.3
2024-01-13 20:11:01,82.2
2024-01-13 20:31:01,83.9
2024-01-13 20:51:01,83.9
2024-01-13 21:11:01,83.5
2024-01-13 21:31:01,84.3
2024-01-13 21:51:01,83.3
2024-01-13 22:31:01,85.1
2024-01-13 22:51:01,85.4
2024-01-13 23:11:01,83.6
2024-01-13 23:31:01,84.2
2024-01-13 23:51:01,84.7
2024-01-14 00:11:01,85.2
2024-01-14 00:31:01,85.3
2024-01-14 00:51:01,85.5
2024-01-14 01:11:01,85.9
2024-01-14 01:51:01,86
2024-01-14 02:11:01,86.7
2024-01-14 02:31:01,86.9
2024-01-14 02:51:01,88.6
2024-01-14 03:11:01,88.4
2024-01-14 03:31:01,87.5
2024-01-14 03:51:01,88.1
2024-01-14 04:11:01,88
2024-01-14 04:31:01,88.5
2024-01-14 04:51:01,89.8
2024-01-14 05:11:01,92
2024-01-14 05:31:01,90
2024-01-14 05:51:01,89.8
2024-01-14 06:11:01,88.8
2024-01-14 06:31:01,90.4
2024-01-14 06:51:01,90.8
2024-01-14 07:11:01,90.2
2024-01-14 07:31:01,92.6
2024-01-14 07:51:01,91.8
2024-01-14 08:11:01,90.5
2024-01-14 08:31:01,89
2024-01-14 08:51:01,86.7
2024-01-14 09:31:01,79.2
2024-01-14 09:51:01,76.5
2024-01-14 10:11:01,76
2024-01-14 10:31:01,73.6
2024-01-14 11:11:01,67.7
2024-01-14 11:31:01,65.9
